,FirstName,LastName,College,Position,Age,Height,Weight,OverallRating,TraitDevelopment,ContractStatus,Motivation3,Motivation2,Motivation1,OriginalHitPowerRating,OriginalJumpingRating,AgilityRating,AccelerationRating,OriginalKickAccuracyRating,OriginalKickPowerRating,BreakSackRating,BlockSheddingRating,BCVisionRating,AwarenessRating,CatchInTrafficRating,CatchingRating,CarryingRating,BreakTackleRating,DeepRouteRunningRating,ConfidenceRating,ChangeOfDirectionRating,ImpactBlockingRating,HitPowerRating,Height,FinesseMovesRating,JukeMoveRating,InjuryRating,KickReturnRating,KickPowerRating,KickAccuracyRating,JumpingRating,MediumRouteRunningRating,ManCoverageRating,LongSnapRating,LeadBlockRating,PressRating,PowerMovesRating,RunBlockPowerRating,RunBlockFinesseRating,ReleaseRating,PursuitRating,SpeedRating,SpectacularCatchRating,ShortRouteRunningRating,RunBlockRating,StrengthRating,StiffArmRating,StaminaRating,SpinMoveRating,ThrowAccuracyRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,TackleRating,ThrowUnderPressureRating,ThrowPowerRating,ThrowOnTheRunRating,ThrowAccuracyShortRating,ZoneCoverageRating,TruckingRating,ToughnessRating,PlayActionRating,PassBlockFinesseRating,PassBlockPowerRating,PassBlockRating,Player,IsVisible,ProDayThreeConeDrill,ProDayTwentyYardShuttle,ProDayVerticalJump,CombineTwentyYardShuttle,CombineVerticalJump,ProDayFortyYardDash,CombineFortyYardDash,CombineOverallGrade,CombineThreeConeDrill,ProDayBroadJump,InitialDraftRank,TrueOverallRanking,CombineBenchPress,ProDayBenchPress,ProductionGrade,CombineBroadJump
205,Gordon,Newell,Washington State,RT,23,79,324,65,Normal,Draft,SchemeFit,CloseToHome,TeamPrestige,47,59,61,76,39,27,43,39,27,67,27,39,57,44,30,42,47,82,47,79,45,45,90,43,27,39,59,36,44,0,82,42,29,69,64,41,35,66,44,38,72,90,38,82,27,11,25,36,47,42,25,17,24,38,37,86,48,64,70,68,1405,TRUE,0,0,0,0,0,0,0,0,0,0,233,217,0,0,19,0
235,Marquise,Fulton,Louisville,HB,22,69,203,61,Normal,Draft,ChampionshipContender,HighestOffer,TeamPrestige,46,74,86,88,25,39,40,38,81,58,49,64,74,69,47,41,86,40,46,69,42,78,95,92,39,25,74,56,28,0,48,31,47,30,38,57,43,86,54,49,46,60,69,87,71,28,31,27,30,26,33,33,25,48,52,79,34,42,33,51,1625,TRUE,0,0,0,0,0,0,0,0,0,0,234,323,0,0,20,0
39,Will,Hodges,Southern Miss,SS,22,72,221,67,Normal,Draft,TeamPrestige,HighestOffer,WarmWeatherState,69,77,87,91,33,44,33,54,71,63,31,70,61,34,31,52,85,55,69,72,29,56,88,72,44,33,77,31,64,0,30,65,27,45,26,47,76,90,25,35,25,61,43,91,68,12,23,25,69,30,14,30,24,64,59,85,27,44,28,47,307,TRUE,0,0,0,0,0,0,0,0,0,0,235,131,0,0,27,0
338,Jarred,Barr,Miami,RG,22,74,326,66,Normal,Draft,ChampionshipContender,MentoratPosition,TeamHasFranchiseQB,30,72,69,77,24,38,35,39,34,62,45,36,53,44,38,53,55,82,30,74,31,33,85,24,38,24,72,31,39,0,82,34,32,65,69,45,30,67,42,30,72,85,26,80,41,19,12,34,39,48,22,15,30,32,45,81,37,73,61,64,2407,TRUE,0,0,0,0,0,0,0,0,0,0,236,187,0,0,28,0
404,Caleb,Barner,Penn State,LG,22,76,331,67,Normal,Draft,MentoratPosition,HighestOffer,CloseToHome,30,68,58,79,24,47,26,34,48,71,37,28,50,35,31,43,56,87,30,76,39,32,87,45,47,24,68,30,32,0,79,28,43,73,60,39,35,62,46,30,74,87,38,89,44,22,17,18,32,48,29,12,35,31,26,84,39,61,64,70,2991,TRUE,0,0,0,0,0,0,0,0,0,0,237,132,0,0,26,0
140,Marcus,Tucker,Kentucky,LT,23,79,339,65,Normal,Draft,CloseToHome,ChampionshipContender,HighestOffer,45,56,59,75,36,46,39,30,27,65,33,40,55,34,32,49,43,74,45,79,29,41,98,28,46,36,56,28,42,0,84,24,37,73,61,46,25,59,44,38,70,89,43,79,33,20,29,24,33,24,14,34,23,26,36,80,36,60,68,69,994,TRUE,0,0,0,0,0,0,0,0,0,0,238,218,0,0,15,0
127,George,Hales,South Carolina State,WR,21,72,230,66,Normal,Draft,SchemeFit,BigMarket,NoIncomeTax,46,84,85,89,30,33,40,34,58,59,79,79,70,76,61,54,77,61,46,72,45,76,83,70,33,30,84,62,39,0,43,33,42,47,29,66,36,90,87,73,55,69,62,83,80,24,27,35,39,39,34,35,27,30,65,80,34,45,25,26,910,TRUE,0,0,0,0,0,0,0,0,0,0,239,176,0,0,5,0
3,Marcus,Gilyard,Kentucky,CB,23,72,208,66,Star,Draft,TeamHasFranchiseQB,NoIncomeTax,HighestOffer,65,81,86,91,48,26,38,61,56,62,34,64,66,31,46,56,86,48,65,72,30,59,80,78,26,48,81,42,64,0,35,60,34,37,41,48,75,88,47,44,39,52,47,80,59,24,22,10,68,29,37,18,20,55,46,78,43,32,27,33,28,TRUE,0,0,0,0,0,0,0,0,0,0,240,198,0,0,13,0
148,LaDarius,Harris,Georgia,CB,23,71,182,63,Normal,Draft,TeamPrestige,BigMarket,ChampionshipContender,63,79,81,91,29,38,28,51,56,56,45,52,66,45,26,51,78,52,63,71,26,69,81,78,38,29,79,43,68,0,40,67,30,42,28,48,70,88,36,37,34,56,42,97,61,30,17,26,51,27,15,19,11,59,40,79,31,27,28,33,1053,TRUE,0,0,0,0,0,0,0,0,0,0,241,287,0,0,4,0
281,Matt,Crowther,Iowa,CB,22,73,203,63,Normal,Draft,MentoratPosition,ChampionshipContender,TeamHasFranchiseQB,58,82,90,91,37,36,36,59,49,58,39,68,66,30,48,48,86,55,58,73,26,66,88,79,36,37,82,29,59,0,42,65,47,26,26,45,63,89,30,41,29,50,28,78,71,26,33,22,58,24,18,18,20,63,40,79,36,39,33,26,1976,TRUE,0,0,0,0,0,0,0,0,0,0,242,281,0,0,27,0
50,Gerald,Willis,Notre Dame,CB,22,69,194,66,Normal,Draft,BigMarket,CloseToHome,ChampionshipContender,53,74,89,89,31,45,32,59,52,61,31,67,65,38,29,47,85,50,53,69,47,59,82,75,45,31,74,35,63,0,48,60,28,29,47,47,74,89,24,38,44,47,37,97,62,30,35,35,69,42,14,11,32,60,34,84,24,47,45,24,390,TRUE,0,0,0,0,0,0,0,0,0,0,243,205,0,0,5,0
166,Dustin,Woodard,Eastern Washington,MLB,23,76,250,66,Normal,Draft,MentoratPosition,NoIncomeTax,HighestOffer,79,68,83,87,25,46,39,67,29,61,34,59,58,37,43,46,66,69,79,76,55,41,88,45,46,25,68,38,49,0,46,46,51,33,28,41,84,83,46,46,29,73,35,86,28,33,21,33,78,31,29,22,37,57,26,80,44,43,30,44,1168,TRUE,0,0,0,0,0,0,0,0,0,0,244,181,0,0,24,0
434,Justin,Watkins,UTEP,WR,23,74,214,66,Normal,Draft,SchemeFit,HeadCoachHistoricRecord,MentoratPosition,28,82,93,89,39,46,43,35,68,63,75,76,60,75,64,50,85,34,28,74,34,76,86,84,46,39,82,73,33,0,29,26,28,37,38,61,26,88,72,68,35,60,60,91,77,20,31,23,42,38,30,17,17,36,26,81,39,30,27,36,3190,TRUE,0,0,0,0,0,0,0,0,0,0,245,162,0,0,13,0
276,Tyrell,Andrews,Penn State,ROLB,23,73,246,62,Normal,Draft,BigMarket,ChampionshipContender,SchemeFit,73,73,78,84,39,36,34,67,29,63,39,51,57,32,46,43,68,73,73,73,59,38,86,48,36,39,73,31,48,0,44,26,51,47,37,41,77,83,29,29,34,70,42,97,41,32,13,26,75,29,29,25,11,56,26,83,47,24,32,42,1963,TRUE,0,0,0,0,0,0,0,0,0,0,246,310,0,0,10,0
311,Mitch,Underwood,Oklahoma,LT,23,76,338,66,Normal,Draft,CloseToHome,NoIncomeTax,HighestOffer,31,57,59,72,27,48,41,33,27,65,31,48,51,30,27,42,50,74,31,76,38,29,97,43,48,27,57,42,41,0,85,46,33,69,60,46,30,61,30,38,76,89,26,91,33,29,22,24,24,30,30,35,19,44,33,83,38,62,74,65,2263,TRUE,0,0,0,0,0,0,0,0,0,0,247,196,0,0,10,0
258,Erick,Helaire,Syracuse,CB,23,70,185,66,Normal,Draft,SchemeFit,ChampionshipContender,TeamHasFranchiseQB,52,81,87,92,26,44,34,50,59,64,40,62,63,45,34,56,81,48,52,70,47,75,95,74,44,26,81,38,59,0,25,68,34,47,30,43,70,88,25,32,45,60,30,82,73,34,19,22,63,43,28,28,36,71,36,80,47,42,47,30,1847,TRUE,0,0,0,0,0,0,0,0,0,0,248,202,0,0,22,0
107,Zac,Gore,Vanderbilt,RG,22,76,302,65,Normal,Draft,SchemeFit,MentoratPosition,WarmWeatherState,24,66,63,76,32,31,26,43,32,65,34,36,54,37,31,57,55,83,24,76,32,26,79,36,31,32,66,27,34,0,59,35,24,64,65,43,44,63,24,48,66,86,47,86,46,31,20,23,43,39,20,35,32,38,25,82,28,73,75,74,818,TRUE,0,0,0,0,0,0,0,0,0,0,249,236,0,0,15,0
28,Akeem,Slade,Florida,LE,22,75,302,65,Star,Draft,TeamPrestige,WarmWeatherState,MentoratPosition,81,70,64,79,41,36,32,67,32,62,46,40,59,46,46,44,62,69,81,75,58,45,90,35,36,41,70,42,25,0,37,25,65,33,48,47,80,65,37,35,25,89,25,95,27,22,36,29,79,29,24,33,20,21,31,83,48,33,41,33,228,TRUE,0,0,0,0,0,0,0,0,0,0,250,229,0,0,34,0
128,Corey,Davis,Wisconsin,DT,23,74,293,62,Star,Draft,BigMarket,MentoratPosition,HighestOffer,69,73,68,83,29,25,41,58,24,58,42,43,56,28,29,54,62,66,69,74,68,33,82,24,25,29,73,28,47,0,46,35,61,36,42,41,79,66,34,31,28,86,25,90,24,37,12,37,78,30,23,37,10,46,30,82,46,34,45,38,912,TRUE,0,0,0,0,0,0,0,0,0,0,251,303,0,0,20,0
364,Max,Brown,Indiana State,WR,22,71,229,63,Normal,Draft,SchemeFit,TeamPrestige,TeamHasFranchiseQB,47,91,87,85,41,45,36,44,60,55,76,79,64,74,64,52,80,60,47,71,47,81,85,70,45,41,91,63,41,0,35,25,38,27,46,63,44,89,85,68,60,65,65,95,79,22,31,37,25,45,10,29,29,36,55,82,39,28,39,50,2654,TRUE,0,0,0,0,0,0,0,0,0,0,252,277,0,0,6,0
427,Kevin,Bennett,Stanford,WR,23,75,218,66,Normal,Draft,MentoratPosition,TeamHasFranchiseQB,ChampionshipContender,40,88,84,84,46,33,44,33,48,55,79,80,72,73,65,41,80,59,40,75,32,79,98,73,33,46,88,68,24,0,31,35,44,45,47,76,34,86,86,69,57,68,60,91,78,32,16,12,38,35,26,32,33,44,55,79,25,24,39,28,3147,TRUE,0,0,0,0,0,0,0,0,0,0,253,169,0,0,20,0
139,Tony,McManus,USC,C,23,76,309,63,Normal,Draft,NoIncomeTax,TeamHasFranchiseQB,BigMarket,36,70,69,79,47,31,47,32,31,63,29,26,56,42,37,40,56,85,36,76,26,38,98,48,31,47,70,26,44,0,81,44,48,60,70,41,26,66,38,43,73,86,46,85,46,21,27,36,35,32,27,23,37,28,41,82,24,69,60,68,982,TRUE,0,0,0,0,0,0,0,0,0,0,254,275,0,0,24,0
72,Sheldon,Hillman,Oklahoma State,DT,22,76,295,58,Normal,Draft,SchemeFit,WarmWeatherState,HighestOffer,69,68,66,77,40,44,37,65,29,58,40,34,52,30,32,40,54,70,69,76,58,31,97,42,44,40,68,40,43,0,44,44,66,35,41,42,71,63,35,45,24,81,45,84,26,16,34,19,72,31,27,13,31,20,28,82,48,48,34,41,534,TRUE,0,0,0,0,0,0,0,0,0,0,255,397,0,0,47,0
34,Gregory,Mills,Syracuse,FB,22,74,247,70,Normal,Draft,CloseToHome,NoIncomeTax,HeadCoachHistoricRecord,28,73,78,85,24,28,29,38,67,67,51,73,66,54,38,59,71,60,28,74,25,59,96,40,28,24,73,55,28,0,79,41,43,51,63,43,47,83,55,65,62,76,76,82,69,34,33,33,43,24,31,34,10,35,73,80,33,37,50,60,283,TRUE,0,0,0,0,0,0,0,0,0,0,256,94,0,0,55,0
209,Cedric,Barrington,Mississippi Valley State,ROLB,23,75,253,57,Normal,Draft,TeamPrestige,NoIncomeTax,WarmWeatherState,65,73,71,84,46,46,39,69,30,56,36,32,55,42,43,45,61,61,65,75,54,26,85,43,46,46,73,28,42,0,37,32,68,36,44,38,73,77,40,25,43,77,38,84,27,24,28,32,69,25,11,27,22,45,46,85,38,29,35,30,1439,TRUE,0,0,0,0,0,0,0,0,0,0,257,429,0,0,13,0
204,Colin,Thurston,Northern Illinois,RG,22,77,314,60,Normal,Draft,HeadCoachHistoricRecord,TeamPrestige,CloseToHome,46,59,63,60,31,42,26,42,48,56,38,47,52,24,30,48,53,80,46,77,42,44,83,40,42,31,59,25,31,0,67,29,27,65,58,38,37,63,24,27,55,78,26,87,45,21,25,32,36,39,26,11,34,41,42,85,44,70,73,76,1404,TRUE,0,0,0,0,0,0,0,0,0,0,258,347,0,0,21,0
220,Roosevelt,Cole,Oregon,CB,22,74,195,62,Normal,Draft,ChampionshipContender,TeamHasFranchiseQB,SchemeFit,64,80,82,88,41,45,44,49,61,60,28,52,64,32,33,44,80,54,64,74,28,60,78,81,45,41,80,41,66,0,32,65,29,28,24,46,63,88,41,37,33,51,28,98,59,37,28,30,54,40,35,27,33,55,32,86,28,40,36,26,1526,TRUE,0,0,0,0,0,0,0,0,0,0,259,292,0,0,19,0
109,Tyrone,Warner,Montana,FS,22,74,202,60,Normal,Draft,ChampionshipContender,MentoratPosition,NoIncomeTax,68,76,87,89,46,26,26,54,48,54,36,58,51,34,31,57,79,47,68,74,35,63,80,45,26,46,76,26,56,0,47,56,47,43,25,41,65,90,27,38,48,58,38,80,50,23,23,18,65,38,18,15,19,67,48,84,44,36,48,33,830,TRUE,0,0,0,0,0,0,0,0,0,0,260,333,0,0,50,0
442,Kamryn,Hutchins,West Virginia,SS,23,72,212,59,Normal,Draft,BigMarket,SchemeFit,TeamHasFranchiseQB,74,69,82,85,35,44,46,50,57,56,34,58,63,29,35,50,79,57,74,72,37,49,97,74,44,35,69,38,62,0,41,69,33,44,27,38,72,89,39,46,42,58,40,85,58,24,19,16,61,44,22,19,11,64,45,80,47,28,46,46,3203,TRUE,0,0,0,0,0,0,0,0,0,0,261,359,0,0,21,0
14,Glen,Tindall,Tulsa,QB,22,76,225,64,Normal,Draft,MentoratPosition,BigMarket,TeamPrestige,46,70,86,85,24,25,71,45,54,68,25,28,59,58,40,54,76,44,46,76,35,71,78,41,25,24,70,48,48,0,29,45,27,40,31,49,32,80,33,43,28,49,47,88,59,37,73,76,38,79,86,88,72,38,52,84,74,37,37,29,101,TRUE,0,0,0,0,0,0,0,0,0,0,262,248,0,0,57,0
423,Eli,Cutler,Memphis,RG,22,76,311,62,Normal,Draft,HeadCoachHistoricRecord,BigMarket,WarmWeatherState,33,61,63,74,42,47,24,36,45,69,33,35,57,36,33,51,50,72,33,76,48,24,85,38,47,42,61,25,48,0,58,25,44,68,62,47,37,62,42,37,65,86,45,88,36,15,24,33,44,38,28,16,37,37,25,82,25,69,73,74,3140,TRUE,0,0,0,0,0,0,0,0,0,0,263,297,0,0,22,0
29,Kevin,Massey,Maryland,DT,22,77,314,60,Normal,Draft,SchemeFit,HighestOffer,BigMarket,68,58,68,77,31,32,42,66,33,56,41,48,50,44,32,45,47,78,68,77,50,26,97,47,32,31,58,43,28,0,47,40,62,40,37,49,73,55,48,38,33,85,43,85,44,23,30,28,73,31,22,28,22,16,30,85,24,39,24,37,229,TRUE,0,0,0,0,0,0,0,0,0,0,264,352,0,0,70,0
282,Luke,Bailey,Missouri,FS,21,74,207,57,Normal,Draft,WarmWeatherState,BigMarket,HighestOffer,71,74,84,86,25,24,27,52,61,50,43,62,61,34,48,46,81,55,71,74,41,57,78,65,24,25,74,29,62,0,40,69,39,33,30,45,62,89,47,41,24,62,36,79,56,13,12,20,62,42,34,10,17,58,48,81,32,27,30,35,1988,TRUE,0,0,0,0,0,0,0,0,0,0,265,434,0,0,29,0
150,Calvin,Green,Kentucky,C,23,74,291,62,Normal,Draft,TeamPrestige,BigMarket,CloseToHome,24,63,67,76,39,29,27,33,37,69,41,36,56,45,38,53,48,68,24,74,36,35,90,41,29,39,63,43,48,0,74,40,32,65,61,50,24,63,47,35,65,86,30,95,41,28,10,10,45,43,35,26,11,32,30,82,29,70,72,80,1076,TRUE,0,0,0,0,0,0,0,0,0,0,266,291,0,0,20,0
388,Jeremy,Waller,William & Mary,DT,22,77,299,58,Normal,Draft,BigMarket,ChampionshipContender,MentoratPosition,66,67,59,75,47,45,28,59,39,61,35,38,52,26,33,40,55,79,66,77,48,25,86,32,45,47,67,45,48,0,36,27,69,45,34,46,71,61,42,43,39,85,29,87,33,17,17,24,75,28,10,25,14,25,30,85,48,46,33,32,2865,TRUE,0,0,0,0,0,0,0,0,0,0,267,398,0,0,33,0
61,Brandon,Jennings,Notre Dame,C,23,73,308,62,Normal,Draft,ChampionshipContender,SchemeFit,TeamHasFranchiseQB,28,65,70,78,33,43,41,40,24,65,28,26,57,24,41,55,51,79,28,73,44,48,97,26,43,33,65,47,34,0,81,42,30,65,69,48,38,69,30,24,70,84,37,88,40,13,35,35,31,38,27,12,28,43,38,79,44,68,64,67,496,TRUE,0,0,0,0,0,0,0,0,0,0,268,299,0,0,22,0
341,Stephen,Bishop,Oklahoma State,HB,23,68,212,61,Normal,Draft,HeadCoachHistoricRecord,ChampionshipContender,BigMarket,36,71,86,87,37,43,30,43,74,63,59,68,77,68,48,47,83,42,36,68,39,77,84,88,43,37,71,53,39,0,28,36,47,38,31,63,33,91,48,52,48,64,73,97,70,10,20,34,46,34,34,31,15,30,66,86,38,43,39,45,2454,TRUE,0,0,0,0,0,0,0,0,0,0,269,311,0,0,9,0
211,Jacoby,Jackson,Arkansas State,CB,22,75,190,57,Normal,Draft,HeadCoachHistoricRecord,NoIncomeTax,CloseToHome,57,77,83,87,43,30,47,49,50,49,27,54,48,45,33,43,80,53,57,75,34,60,94,72,30,43,77,40,59,0,34,67,43,38,24,49,68,89,32,44,32,53,43,97,61,10,16,18,49,32,30,22,12,66,29,84,32,32,40,31,1446,TRUE,0,0,0,0,0,0,0,0,0,0,270,414,0,0,8,0
419,David,Trapp,West Virginia,WR,22,69,176,66,Normal,Draft,ChampionshipContender,CloseToHome,NoIncomeTax,40,90,90,95,39,41,32,30,67,51,75,73,61,63,77,47,84,28,40,69,36,78,95,74,41,39,90,67,33,0,41,38,30,33,37,66,31,93,75,67,24,56,48,78,75,24,34,32,43,29,23,20,30,36,36,80,45,25,39,23,3105,TRUE,0,0,0,0,0,0,0,0,0,0,271,175,0,0,21,0
10,Tyrone,Godwin,Nevada,LE,22,78,305,59,Normal,Draft,MentoratPosition,ChampionshipContender,WarmWeatherState,83,58,58,78,37,45,41,68,35,54,27,27,50,24,29,41,53,66,83,78,59,46,78,29,45,37,58,35,26,0,37,47,58,29,40,41,72,65,43,44,48,83,25,83,30,19,19,22,72,38,35,23,13,28,24,81,48,25,38,35,76,TRUE,0,0,0,0,0,0,0,0,0,0,272,366,0,0,36,0
111,Zack,Langford,Arizona State,QB,21,73,214,58,Normal,Draft,MentoratPosition,CloseToHome,BigMarket,48,82,85,91,31,37,68,30,65,61,52,58,57,65,59,45,76,25,48,73,38,67,86,39,37,31,82,52,32,0,36,38,24,24,38,52,35,86,59,62,25,53,50,92,71,20,70,68,44,73,85,74,76,47,39,83,69,25,28,29,846,TRUE,0,0,0,0,0,0,0,0,0,0,273,389,0,0,72,0
7,Cris,Carroll,USC,LG,22,74,311,59,Normal,Draft,TeamHasFranchiseQB,MentoratPosition,BigMarket,47,57,58,70,32,33,38,43,33,65,26,40,57,39,26,49,49,75,47,74,32,28,96,42,33,32,57,42,29,0,59,31,26,61,60,40,37,59,33,28,63,79,48,85,42,18,14,24,31,34,38,27,35,29,37,79,37,67,70,76,61,TRUE,0,0,0,0,0,0,0,0,0,0,274,377,0,0,28,0
129,Dennis,Lennon,Clemson,MLB,22,74,244,67,Normal,Draft,NoIncomeTax,HeadCoachHistoricRecord,MentoratPosition,85,74,83,88,35,44,46,67,42,67,37,52,51,24,24,53,66,73,85,74,60,26,90,28,44,35,74,47,56,0,43,40,57,41,42,47,80,86,27,46,47,70,34,95,31,17,35,34,83,46,10,29,17,57,34,79,41,35,34,40,923,TRUE,0,0,0,0,0,0,0,0,0,0,275,137,0,0,20,0
188,C.J.,Bingham,Massachusetts,WR,22,73,178,65,Normal,Draft,CloseToHome,ChampionshipContender,TeamPrestige,28,89,90,90,31,47,44,30,62,58,73,75,64,58,71,50,83,45,28,73,25,80,96,84,47,31,89,68,25,0,28,35,38,47,34,66,25,93,78,67,30,53,26,85,76,34,28,34,36,46,27,18,11,28,45,82,34,33,32,55,1322,TRUE,0,0,0,0,0,0,0,0,0,0,276,219,0,0,8,0
203,Pierre,Bruce,Syracuse,CB,23,70,194,63,Normal,Draft,BigMarket,SchemeFit,MentoratPosition,67,81,91,88,39,37,42,62,51,55,36,62,62,48,33,40,84,50,67,70,27,72,78,81,37,39,81,35,61,0,47,61,37,31,45,50,63,88,27,35,47,55,24,93,62,31,34,16,68,26,11,19,30,55,39,78,40,31,44,25,1403,TRUE,0,0,0,0,0,0,0,0,0,0,277,286,0,0,3,0
99,Dalton,Thomas,Arizona State,LE,21,78,271,58,Normal,Draft,SchemeFit,NoIncomeTax,TeamPrestige,80,66,65,75,35,45,42,55,43,52,27,29,50,28,28,46,60,67,80,78,58,46,95,25,45,35,66,28,30,0,38,30,69,39,26,41,63,80,32,40,43,78,26,77,44,30,11,10,75,24,14,25,30,40,33,79,29,32,40,34,764,TRUE,0,0,0,0,0,0,0,0,0,0,278,409,0,0,33,0
400,DeAndre,McGhee,Harvard,CB,23,73,202,58,Normal,Draft,ChampionshipContender,CloseToHome,HighestOffer,53,76,82,89,42,38,26,56,50,49,29,58,54,42,35,49,81,45,53,73,27,65,85,78,38,42,76,35,55,0,29,67,27,32,32,45,67,91,48,34,26,52,45,95,58,18,37,31,46,28,27,10,16,65,48,86,34,29,46,32,2955,TRUE,0,0,0,0,0,0,0,0,0,0,279,394,0,0,8,0
421,Devin,Banks,Wisconsin,WR,23,71,187,69,Normal,Draft,SchemeFit,TeamHasFranchiseQB,HighestOffer,39,82,88,89,46,41,34,35,76,65,79,81,77,62,59,48,86,34,39,71,47,82,88,89,41,46,82,69,48,0,42,39,29,43,48,63,39,91,76,76,40,56,62,97,76,30,34,21,32,25,26,13,13,43,25,78,46,34,27,47,3126,TRUE,0,0,0,0,0,0,0,0,0,0,280,103,0,0,28,0
114,Eric,Haywood,South Carolina,WR,22,73,221,66,Normal,Draft,BigMarket,SchemeFit,HighestOffer,39,84,88,86,26,40,47,39,50,61,81,74,67,76,62,46,86,55,39,73,31,82,91,63,40,26,84,68,39,0,47,30,34,47,32,73,47,86,84,73,60,67,69,84,70,34,34,21,46,46,15,10,26,36,58,83,25,27,47,42,855,TRUE,0,0,0,0,0,0,0,0,0,0,281,179,0,0,16,0
401,Eddie,Williams,Lafayette,WR,22,74,197,66,Normal,Draft,MentoratPosition,HighestOffer,ChampionshipContender,46,86,90,89,48,27,36,33,73,63,72,78,62,70,62,43,87,48,46,74,47,79,79,92,27,48,86,67,27,0,26,45,31,45,43,65,39,91,72,75,34,59,40,95,75,35,37,30,32,46,17,25,19,44,42,80,42,38,29,27,2975,TRUE,0,0,0,0,0,0,0,0,0,0,282,203,0,0,10,0
413,Jaron,Madden,Northwestern,DT,23,77,305,57,Normal,Draft,TeamHasFranchiseQB,HighestOffer,SchemeFit,73,70,69,73,48,25,39,63,25,48,41,39,54,45,35,54,47,74,73,77,51,34,87,29,25,48,70,24,43,0,47,43,60,47,27,50,73,61,40,46,32,80,35,87,25,28,34,16,77,36,30,18,10,18,32,85,45,37,48,36,3051,TRUE,0,0,0,0,0,0,0,0,0,0,283,412,0,0,55,0
270,Chris,Brooks,Michigan,MLB,23,75,225,58,Normal,Draft,ChampionshipContender,TeamPrestige,MentoratPosition,72,79,83,86,32,37,24,68,34,68,30,58,54,32,45,59,71,76,72,75,54,28,80,40,37,32,79,38,54,0,46,24,53,27,25,44,77,83,38,34,27,70,38,79,41,37,12,30,69,42,18,18,34,53,32,85,25,28,29,24,1909,TRUE,0,0,0,0,0,0,0,0,0,0,284,395,0,0,1,0
370,DaShawn,Woodson,Clemson,LG,21,75,332,63,Normal,Draft,BigMarket,MentoratPosition,HighestOffer,46,62,58,74,25,48,35,32,36,60,30,30,50,41,41,41,37,85,46,75,24,37,90,27,48,25,62,48,41,0,79,36,40,66,64,50,44,65,31,42,68,86,29,93,28,18,15,24,27,47,15,37,10,29,29,84,48,57,70,60,2685,TRUE,0,0,0,0,0,0,0,0,0,0,285,282,0,0,3,0
264,Byron,Dalton,Texas,TE,21,77,248,59,Normal,Draft,SchemeFit,HighestOffer,NoIncomeTax,29,62,78,85,40,41,40,30,56,56,74,78,61,60,55,45,75,55,29,77,37,58,88,36,41,40,62,58,41,0,51,29,32,55,53,55,35,80,68,65,54,74,57,87,50,19,36,37,30,26,28,34,23,45,67,81,46,65,55,50,1875,TRUE,0,0,0,0,0,0,0,0,0,0,286,355,0,0,12,0
296,Devin,Bridge,Iowa State,DT,22,75,314,61,Normal,Draft,ChampionshipContender,CloseToHome,SchemeFit,64,61,64,74,26,38,31,66,29,57,33,42,58,44,42,43,51,69,64,75,46,26,94,46,38,26,61,46,42,0,30,25,63,29,29,41,71,54,43,29,47,87,42,79,48,11,10,10,76,30,31,36,30,15,48,83,32,30,26,48,2108,TRUE,0,0,0,0,0,0,0,0,0,0,287,327,0,0,50,0
381,Terrance,Gold,Texas State,QB,22,74,224,58,Normal,Draft,SchemeFit,ChampionshipContender,WarmWeatherState,43,52,80,80,47,38,51,35,55,66,37,30,59,60,38,41,62,31,43,74,48,44,93,41,38,47,52,46,29,0,42,32,46,31,33,44,26,79,39,44,33,60,37,84,48,14,73,68,27,65,87,75,78,47,61,80,68,42,28,30,2799,TRUE,0,0,0,0,0,0,0,0,0,0,288,387,0,0,59,0
65,Tremaine,Edwards,Texas A&M,CB,22,75,193,60,Normal,Draft,BigMarket,CloseToHome,MentoratPosition,50,82,82,87,27,46,34,57,62,53,38,48,63,30,40,51,86,40,50,75,30,64,79,74,46,27,82,48,63,0,33,64,35,31,45,48,67,89,43,38,41,50,30,98,70,36,17,29,53,46,29,13,33,52,44,85,41,42,43,43,506,TRUE,0,0,0,0,0,0,0,0,0,0,289,334,0,0,9,0
200,Dion,Currie,Iowa,FS,22,69,220,58,Normal,Draft,ChampionshipContender,WarmWeatherState,HighestOffer,66,76,84,88,45,35,45,53,57,51,42,56,66,45,37,57,83,56,66,69,43,57,96,71,35,45,76,47,67,0,36,67,30,27,29,42,74,86,30,29,33,65,65,93,57,29,12,29,52,36,22,10,12,59,26,83,41,29,28,42,1383,TRUE,0,0,0,0,0,0,0,0,0,0,290,396,0,0,3,0
81,Britton,Goodwell,Villanova,FS,22,72,220,63,Star,Draft,HeadCoachHistoricRecord,WarmWeatherState,ChampionshipContender,73,77,86,91,40,32,36,54,67,56,29,58,63,35,41,50,80,57,73,72,42,58,98,66,32,40,77,24,63,0,37,65,44,32,36,42,74,90,40,39,34,64,63,89,51,29,30,18,65,39,20,33,36,62,33,86,38,24,31,31,607,TRUE,0,0,0,0,0,0,0,0,0,0,291,276,0,0,24,0
