,FirstName,LastName,Position,Age,OverallRating,TraitDevelopment,ContractStatus,Motivation3,Motivation2,Motivation1,OriginalHitPowerRating,OriginalJumpingRating,AgilityRating,AccelerationRating,OriginalKickAccuracyRating,OriginalKickPowerRating,BreakSackRating,BlockSheddingRating,BCVisionRating,AwarenessRating,CatchInTrafficRating,CatchingRating,CarryingRating,BreakTackleRating,DeepRouteRunningRating,ConfidenceRating,ChangeOfDirectionRating,ImpactBlockingRating,HitPowerRating,Height,FinesseMovesRating,JukeMoveRating,InjuryRating,KickReturnRating,KickPowerRating,KickAccuracyRating,JumpingRating,MediumRouteRunningRating,ManCoverageRating,LongSnapRating,LeadBlockRating,PressRating,PowerMovesRating,RunBlockPowerRating,RunBlockFinesseRating,ReleaseRating,PursuitRating,SpeedRating,SpectacularCatchRating,ShortRouteRunningRating,RunBlockRating,StrengthRating,StiffArmRating,StaminaRating,SpinMoveRating,ThrowAccuracyRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,TackleRating,ThrowUnderPressureRating,ThrowPowerRating,ThrowOnTheRunRating,ThrowAccuracyShortRating,ZoneCoverageRating,TruckingRating,ToughnessRating,PlayActionRating,PassBlockFinesseRating,PassBlockPowerRating,PassBlockRating,Player,IsVisible,ProDayThreeConeDrill,ProDayTwentyYardShuttle,ProDayVerticalJump,CombineTwentyYardShuttle,CombineVerticalJump,ProDayFortyYardDash,CombineFortyYardDash,CombineOverallGrade,CombineThreeConeDrill,ProDayBroadJump,InitialDraftRank,TrueOverallRanking,CombineBenchPress,ProDayBenchPress,ProductionGrade,CombineBroadJump
297,Sammy,Freeman,C,22,66,Normal,Draft,ChampionshipContender,WarmWeatherState,SchemeFit,40,75,69,84,35,34,47,30,24,70,47,29,54,39,32,50,51,86,40,76,42,33,97,30,34,35,75,36,30,0,76,38,40,66,74,39,33,67,48,43,70,84,24,92,39,11,12,25,30,42,15,32,24,43,38,85,30,73,62,66,3115,True,0,0,0,0,0,0,0,0,0,0,246,160,0,0,2,0
98,Tyrique,Owens,RE,21,62,Normal,Draft,NoIncomeTax,TeamPrestige,HighestOffer,84,69,64,81,47,32,39,62,24,54,41,36,55,46,43,50,64,60,84,75,59,33,80,25,32,47,69,45,32,0,41,30,72,33,43,41,65,73,41,42,27,83,30,77,48,30,14,26,75,28,14,36,23,45,48,79,32,29,29,30,1050,True,0,0,0,0,0,0,0,0,0,0,247,296,0,0,32,0
122,Brian,Robinson,ROLB,23,59,Normal,Draft,SchemeFit,WarmWeatherState,NoIncomeTax,72,75,74,88,30,47,41,66,27,56,48,38,59,41,31,51,62,69,72,77,67,34,86,42,47,30,75,33,35,0,33,25,53,42,48,40,74,79,41,29,25,65,45,87,25,14,36,21,69,46,20,18,37,41,38,79,36,30,48,40,1297,True,0,0,0,0,0,0,0,0,0,0,248,379,0,0,14,0
127,Ben,Acosta,RG,23,61,Normal,Draft,CloseToHome,MentoratPosition,WarmWeatherState,43,64,56,75,43,35,48,39,30,53,31,27,58,30,41,56,40,78,43,75,45,43,89,34,35,43,64,26,26,0,79,39,39,69,62,48,37,66,36,32,67,87,42,87,27,11,29,23,29,33,26,17,37,27,46,84,29,62,67,63,1393,True,0,0,0,0,0,0,0,0,0,0,249,315,0,0,24,0
38,Cole,Roby,LE,22,58,Normal,Draft,MentoratPosition,HeadCoachHistoricRecord,WarmWeatherState,83,70,55,79,34,38,38,64,30,50,29,46,53,32,25,52,60,61,83,76,54,32,93,29,38,34,70,33,32,0,40,45,67,34,40,49,71,65,34,39,43,86,41,87,30,25,23,29,73,44,23,37,35,26,47,84,48,45,35,36,363,True,0,0,0,0,0,0,0,0,0,0,250,411,0,0,50,0
150,Travis,Miner,HB,21,64,Normal,Draft,BigMarket,HighestOffer,WarmWeatherState,40,73,87,89,28,40,43,38,79,58,52,59,77,74,46,56,86,25,40,68,43,77,97,93,40,28,73,54,40,0,27,37,24,44,35,68,36,87,49,58,39,64,76,79,80,21,27,31,28,30,22,37,35,37,62,80,36,26,26,54,1649,True,0,0,0,0,0,0,0,0,0,0,251,238,0,0,3,0
160,Tremaine,Forbes,HB,23,60,Normal,Draft,TeamPrestige,TeamHasFranchiseQB,BigMarket,25,80,83,90,44,36,39,42,71,62,65,75,74,66,56,49,82,42,25,71,31,78,98,83,36,44,80,57,37,0,28,46,45,36,47,69,28,84,68,67,25,65,62,88,72,23,36,21,36,34,12,26,14,45,60,86,25,29,27,44,1758,True,0,0,0,0,0,0,0,0,0,0,252,350,0,0,11,0
320,Deontae,Spriggs,RT,22,60,Normal,Draft,TeamPrestige,HeadCoachHistoricRecord,SchemeFit,34,58,63,68,30,44,39,40,33,69,24,48,51,33,25,49,40,71,34,78,33,45,82,34,44,30,58,42,37,0,74,34,48,60,57,48,31,66,42,26,59,77,46,86,44,28,17,30,38,38,27,36,16,41,43,79,26,69,71,72,3176,True,0,0,0,0,0,0,0,0,0,0,253,344,0,0,9,0
352,DeAndre,Kelley,FS,22,59,Normal,Draft,TeamPrestige,TeamHasFranchiseQB,HighestOffer,74,77,82,90,41,29,35,50,59,50,45,67,63,44,34,44,79,54,74,72,37,62,80,73,29,41,77,34,64,0,35,59,48,38,41,44,69,89,43,25,47,67,46,95,46,37,23,13,60,25,32,14,12,59,27,85,38,29,28,36,3208,True,0,0,0,0,0,0,0,0,0,0,254,370,0,0,3,0
57,Perry,Howell,CB,21,59,Normal,Draft,NoIncomeTax,SchemeFit,HeadCoachHistoricRecord,63,78,86,87,45,36,34,55,58,60,38,51,54,41,24,54,77,42,63,69,43,60,95,79,36,45,78,48,59,0,29,69,41,47,46,48,69,88,47,26,42,52,35,97,64,28,16,35,46,43,38,29,20,64,34,81,41,31,38,41,606,True,0,0,0,0,0,0,0,0,0,0,255,383,0,0,12,0
259,Raheem,Crayton,HB,22,65,Normal,Draft,ChampionshipContender,TeamHasFranchiseQB,SchemeFit,48,74,86,91,26,25,39,33,62,64,71,74,76,60,49,48,88,36,48,68,24,78,85,92,25,26,74,57,32,0,46,28,26,36,30,64,32,90,61,71,33,62,69,98,68,35,12,33,31,42,26,37,35,40,54,86,43,28,32,46,2826,True,0,0,0,0,0,0,0,0,0,0,256,209,0,0,10,0
263,Chase,Young,C,23,59,Normal,Draft,HeadCoachHistoricRecord,CloseToHome,HighestOffer,40,67,58,74,35,42,40,43,35,60,43,43,55,32,38,58,38,83,40,77,30,24,95,27,42,35,67,45,47,0,77,37,39,68,60,43,38,62,40,36,68,78,29,84,32,28,28,22,35,35,28,33,14,26,46,83,41,62,70,61,2851,True,0,0,0,0,0,0,0,0,0,0,257,373,0,0,6,0
172,Joaquin,Alvarado,LE,22,58,Normal,Draft,ChampionshipContender,HighestOffer,BigMarket,74,72,67,82,41,27,31,56,25,57,33,30,51,44,35,42,64,61,74,75,60,33,90,36,27,41,72,29,39,0,43,27,67,28,43,41,69,70,38,34,30,77,35,92,42,12,29,31,72,33,35,33,26,45,34,79,42,34,25,37,1880,True,0,0,0,0,0,0,0,0,0,0,258,414,0,0,50,0
240,Jayden,Stephens,QB,22,61,Normal,Draft,CloseToHome,WarmWeatherState,TeamPrestige,48,55,75,82,29,40,43,45,54,64,47,43,59,52,45,48,65,35,48,71,30,48,78,39,40,29,55,33,36,0,31,33,48,44,26,47,26,78,24,46,31,48,45,81,46,10,76,71,36,64,88,73,84,28,60,81,68,37,26,27,2616,True,0,0,0,0,0,0,0,0,0,0,259,309,0,0,46,0
434,Greg,Sweat,WR,22,64,Normal,Draft,CloseToHome,HeadCoachHistoricRecord,SchemeFit,39,85,93,87,47,30,33,33,69,58,71,74,58,66,65,48,81,45,39,72,33,82,78,78,30,47,85,65,37,0,33,47,39,43,31,61,31,87,72,73,29,59,54,85,76,22,29,25,29,32,31,19,20,31,46,79,25,41,30,34,3290,True,0,0,0,0,0,0,0,0,0,0,260,253,0,0,13,0
191,Gregory,Flaherty,RE,23,63,Normal,Draft,SchemeFit,WarmWeatherState,HighestOffer,79,71,71,81,34,42,30,59,45,60,25,47,52,41,46,46,59,62,79,78,53,25,90,41,42,34,71,31,32,0,36,35,73,28,28,42,67,72,24,30,26,77,44,88,42,22,13,20,78,28,37,32,16,42,45,81,32,41,35,38,2014,True,0,0,0,0,0,0,0,0,0,0,261,282,0,0,48,0
285,Rahim,Pinkins,RG,22,59,Normal,Draft,TeamHasFranchiseQB,MentoratPosition,HeadCoachHistoricRecord,29,62,59,61,34,48,30,43,35,52,36,33,57,38,34,47,50,78,29,77,25,33,93,29,48,34,62,35,30,0,76,25,34,67,63,48,28,66,27,35,65,86,30,97,26,19,18,14,30,44,33,36,28,37,37,83,37,59,67,61,3006,True,0,0,0,0,0,0,0,0,0,0,262,381,0,0,17,0
159,Will,Spence,CB,22,56,Normal,Draft,MentoratPosition,SchemeFit,BigMarket,55,82,85,90,27,31,37,56,49,48,39,52,43,32,33,42,79,53,55,73,27,68,89,77,31,27,82,26,56,0,27,63,46,37,30,41,66,88,48,33,41,58,40,79,62,30,15,14,49,35,20,15,36,61,44,86,47,26,40,48,1757,True,0,0,0,0,0,0,0,0,0,0,263,436,0,0,12,0
324,Jahlil,Flinn,RT,23,58,Normal,Draft,WarmWeatherState,BigMarket,TeamHasFranchiseQB,34,67,67,71,42,24,24,45,35,66,41,33,52,36,39,40,31,80,34,78,47,26,82,36,24,42,67,44,38,0,76,33,46,60,65,43,31,63,24,46,60,84,35,96,38,32,26,30,30,27,14,21,14,35,47,82,33,66,63,66,3180,True,0,0,0,0,0,0,0,0,0,0,264,405,0,0,27,0
398,Tony,Singer,TE,22,71,Normal,Draft,WarmWeatherState,BigMarket,TeamHasFranchiseQB,36,76,75,78,46,45,31,31,67,70,65,68,67,74,55,50,76,79,36,78,43,48,82,25,45,46,76,56,35,0,67,25,41,74,68,48,36,75,74,59,66,79,67,86,47,14,23,15,59,42,20,34,28,25,65,86,36,57,61,67,3254,True,0,0,0,0,0,0,0,0,0,0,265,76,0,0,42,0
430,Tyrell,Bullard,WR,23,65,Star,Draft,NoIncomeTax,ChampionshipContender,HeadCoachHistoricRecord,34,80,88,92,30,33,40,30,74,58,76,75,63,68,60,52,90,39,34,69,27,76,90,92,33,30,80,69,46,0,41,34,47,48,45,63,36,90,76,75,29,56,55,97,73,10,14,31,36,42,14,18,24,24,47,82,42,34,33,34,3286,True,0,0,0,0,0,0,0,0,0,0,266,206,0,0,27,0
278,Cordell,Watson,CB,23,64,Normal,Draft,HeadCoachHistoricRecord,MentoratPosition,TeamPrestige,53,81,88,89,26,24,48,50,52,56,31,68,67,35,39,49,84,60,53,71,46,71,90,76,24,26,81,40,66,0,42,61,36,26,32,41,75,92,36,44,30,56,48,78,68,27,17,13,59,48,29,13,36,59,31,81,27,29,41,33,2960,True,0,0,0,0,0,0,0,0,0,0,267,260,0,0,16,0
41,Braylon,Gatewood,LOLB,23,62,Normal,Draft,CloseToHome,ChampionshipContender,HighestOffer,62,79,74,87,48,27,41,70,32,61,38,39,56,35,45,58,58,63,62,74,71,38,88,26,27,48,79,27,42,0,42,36,51,26,43,38,66,81,41,35,28,68,27,95,42,37,21,13,75,25,15,22,17,40,41,81,29,40,46,24,415,True,0,0,0,0,0,0,0,0,0,0,268,298,0,0,14,0
226,Damarius,Hendricks,MLB,21,58,Normal,Draft,HighestOffer,NoIncomeTax,SchemeFit,75,74,74,85,46,24,32,65,42,67,42,56,51,45,36,57,63,66,75,73,52,48,93,29,24,46,74,46,43,0,31,48,52,29,24,49,74,83,45,48,31,69,31,84,35,28,16,35,73,39,28,28,20,56,39,81,30,46,30,37,2453,True,0,0,0,0,0,0,0,0,0,0,269,409,0,0,11,0
211,Lamar,Greene,CB,23,66,Normal,Draft,BigMarket,HighestOffer,MentoratPosition,59,82,91,90,35,43,45,60,61,59,30,60,63,34,38,43,88,54,59,73,47,63,87,76,43,35,82,39,65,0,24,62,42,35,40,40,70,91,48,41,27,54,27,79,59,13,35,17,63,28,18,23,28,55,34,80,31,43,43,41,2258,True,0,0,0,0,0,0,0,0,0,0,270,167,0,0,18,0
103,Conrad,Denney,LG,23,60,Normal,Draft,NoIncomeTax,WarmWeatherState,CloseToHome,46,63,56,60,28,39,45,39,33,55,36,28,54,32,45,54,47,83,46,76,46,34,93,31,39,28,63,43,37,0,79,29,25,67,64,49,46,63,46,43,66,86,42,83,29,19,24,28,46,27,35,24,10,26,26,86,46,61,65,64,1117,True,0,0,0,0,0,0,0,0,0,0,271,360,0,0,9,0
284,Stephen,Calhoun,CB,23,57,Star,Draft,SchemeFit,HeadCoachHistoricRecord,TeamPrestige,54,80,81,90,28,48,47,48,51,55,41,49,49,43,40,45,81,44,54,72,25,63,89,80,48,28,80,28,54,0,31,67,28,40,47,39,66,87,32,33,28,47,35,93,59,16,15,37,46,25,16,31,19,62,46,79,34,24,39,37,3002,True,0,0,0,0,0,0,0,0,0,0,272,427,0,0,27,0
199,Michael,Hilton,DT,23,58,Normal,Draft,BigMarket,HeadCoachHistoricRecord,HighestOffer,73,71,66,75,44,37,46,61,32,64,47,48,57,30,37,47,53,76,73,75,51,33,78,26,37,44,71,24,48,0,33,27,67,33,35,43,73,61,26,37,44,81,27,78,42,26,13,32,77,36,16,29,37,24,45,82,47,37,32,32,2147,True,0,0,0,0,0,0,0,0,0,0,273,398,0,0,51,0
286,Shaq,Dansby,DT,23,60,Normal,Draft,HeadCoachHistoricRecord,TeamPrestige,CloseToHome,68,59,56,73,42,30,30,64,24,62,35,25,52,30,39,42,57,64,68,74,56,26,89,24,30,42,59,36,30,0,26,42,68,40,26,49,74,67,37,46,24,82,48,93,36,30,16,23,79,33,28,27,12,25,41,86,31,35,47,37,3026,True,0,0,0,0,0,0,0,0,0,0,274,342,0,0,39,0
96,Marquis,Smith,DT,23,61,Normal,Draft,NoIncomeTax,WarmWeatherState,ChampionshipContender,68,64,58,83,43,45,25,64,32,56,43,40,57,24,24,41,55,70,68,77,50,30,79,27,45,43,64,32,42,0,31,38,67,42,45,49,78,63,34,25,39,88,48,77,27,17,27,36,72,48,23,29,20,24,37,83,38,37,42,48,1042,True,0,0,0,0,0,0,0,0,0,0,275,329,0,0,60,0
269,James,Rose,MLB,22,66,Normal,Draft,BigMarket,HeadCoachHistoricRecord,NoIncomeTax,80,68,80,88,27,46,31,67,44,62,27,60,53,45,44,45,69,76,80,75,55,45,91,42,46,27,68,39,53,0,38,30,55,26,39,43,81,86,38,37,33,71,34,93,25,27,16,18,82,27,16,19,18,55,36,82,40,42,24,46,2874,True,0,0,0,0,0,0,0,0,0,0,276,162,0,0,24,0
203,Marco,Bennett,HB,21,66,Normal,Draft,NoIncomeTax,SchemeFit,MentoratPosition,24,75,84,89,42,38,41,31,77,63,60,68,79,72,38,53,88,39,24,68,31,78,93,87,38,42,75,51,45,0,43,37,43,24,32,68,32,91,52,53,33,62,72,87,80,23,12,22,31,29,32,36,14,30,70,79,38,25,42,47,2182,True,0,0,0,0,0,0,0,0,0,0,277,169,0,0,25,0
28,Antonio,Bowe,RG,22,60,Normal,Draft,NoIncomeTax,TeamPrestige,BigMarket,45,59,62,70,35,43,30,39,41,65,25,34,54,35,35,50,36,73,45,75,24,27,83,35,43,35,59,45,27,0,61,31,35,63,58,50,48,67,38,39,61,77,24,88,33,21,20,14,39,31,14,17,37,47,38,78,39,69,71,74,308,True,0,0,0,0,0,0,0,0,0,0,278,351,0,0,1,0
281,Peter,Parker,LG,22,57,Normal,Draft,CloseToHome,SchemeFit,HeadCoachHistoricRecord,29,68,50,68,48,32,36,42,30,50,38,24,59,40,29,51,48,78,29,76,35,33,87,31,32,48,68,27,43,0,77,30,42,67,64,49,24,66,43,35,66,86,38,91,39,19,27,18,27,44,13,30,27,31,40,85,38,62,61,60,2983,True,0,0,0,0,0,0,0,0,0,0,279,433,0,0,1,0
298,Tracey,Easley,ROLB,23,58,Normal,Draft,MentoratPosition,HeadCoachHistoricRecord,TeamPrestige,64,69,74,88,41,24,46,54,26,54,27,55,54,43,26,41,69,60,64,73,60,44,86,48,24,41,69,39,59,0,39,27,42,42,36,49,68,82,35,40,44,69,25,84,31,11,21,19,74,40,12,32,16,59,35,86,34,25,33,38,3116,True,0,0,0,0,0,0,0,0,0,0,280,412,0,0,28,0
35,Darrelle,Hayward,RG,23,66,Normal,Draft,CloseToHome,ChampionshipContender,HighestOffer,45,67,68,73,33,46,46,32,34,68,32,47,53,29,39,59,49,76,45,75,45,32,88,30,46,33,67,28,33,0,61,32,45,66,66,45,39,60,35,48,64,88,35,84,35,24,24,28,46,24,11,18,17,48,31,84,47,73,75,77,330,True,0,0,0,0,0,0,0,0,0,0,281,151,0,0,27,0
22,Quintin,Lambert,DT,21,60,Normal,Draft,MentoratPosition,HighestOffer,HeadCoachHistoricRecord,62,71,59,75,48,41,38,65,26,66,33,29,55,32,40,59,57,75,62,73,51,31,93,28,41,48,71,38,29,0,40,45,68,33,31,42,76,62,34,32,48,85,40,84,31,19,34,20,77,44,11,12,35,18,39,78,44,29,29,36,222,True,0,0,0,0,0,0,0,0,0,0,282,343,0,0,40,0
138,Dane,Hayes,QB,23,59,Normal,Draft,BigMarket,NoIncomeTax,CloseToHome,46,83,82,86,32,42,71,42,64,58,51,61,56,67,43,40,80,45,46,75,24,74,86,35,42,32,83,53,35,0,26,30,39,36,44,52,38,86,65,61,36,59,47,94,70,19,70,70,40,70,85,79,78,24,36,86,72,40,36,33,1517,True,0,0,0,0,0,0,0,0,0,0,283,375,0,0,52,0
418,Bret,Sweed,WR,23,67,Normal,Draft,HeadCoachHistoricRecord,TeamHasFranchiseQB,NoIncomeTax,48,78,92,88,31,44,38,33,68,62,70,80,57,69,67,59,89,36,48,72,36,81,88,77,44,31,78,71,47,0,35,43,40,31,40,66,40,90,73,72,48,56,54,86,76,28,22,13,32,48,17,15,30,39,38,80,35,30,38,41,3274,True,0,0,0,0,0,0,0,0,0,0,284,134,0,0,9,0
422,Tyree,Clayton,WR,24,66,Normal,Draft,HeadCoachHistoricRecord,CloseToHome,BigMarket,41,85,91,92,39,37,30,42,65,59,73,75,63,64,75,53,72,26,41,73,41,81,81,77,37,39,85,67,41,0,41,26,46,39,36,66,27,94,76,62,38,56,27,93,77,18,16,32,41,34,27,33,19,28,28,84,31,26,35,41,3278,True,0,0,0,0,0,0,0,0,0,0,285,170,0,0,18,0
52,Jayvon,Batch,MLB,21,63,Normal,Draft,SchemeFit,CloseToHome,TeamHasFranchiseQB,81,80,74,86,39,45,26,65,35,62,28,50,55,38,28,46,66,72,81,74,55,24,94,35,45,39,80,25,45,0,41,47,52,35,48,47,80,83,35,26,43,76,35,83,36,18,33,17,77,41,17,36,14,51,37,78,28,31,48,48,492,True,0,0,0,0,0,0,0,0,0,0,286,263,0,0,13,0
180,Bill,Stout,MLB,21,58,Normal,Draft,MentoratPosition,WarmWeatherState,HeadCoachHistoricRecord,71,79,82,90,35,42,25,63,37,67,30,51,54,35,48,53,68,72,71,72,52,41,98,28,42,35,79,39,52,0,35,24,50,27,27,40,74,82,31,30,33,75,46,79,42,25,20,27,68,40,19,34,31,53,47,85,37,34,47,33,1914,True,0,0,0,0,0,0,0,0,0,0,287,400,0,0,15,0
221,Brandon,Henderson,LG,22,60,Normal,Draft,MentoratPosition,TeamPrestige,HeadCoachHistoricRecord,35,56,63,69,36,28,40,38,25,60,34,42,52,26,26,44,35,81,35,75,25,31,87,35,28,36,56,32,27,0,65,27,32,65,63,49,33,62,32,31,62,81,48,91,46,26,37,18,33,32,14,10,15,30,29,81,31,68,72,76,2393,True,0,0,0,0,0,0,0,0,0,0,288,359,0,0,20,0
345,Steve,Gardiner,FS,22,65,Normal,Draft,HighestOffer,TeamPrestige,CloseToHome,63,79,86,87,47,41,44,51,52,61,31,72,49,32,27,45,84,52,63,74,29,67,93,56,41,47,79,32,58,0,41,56,26,40,24,40,68,90,39,36,37,58,41,84,52,11,20,21,63,39,34,32,37,72,33,83,36,41,27,43,3201,True,0,0,0,0,0,0,0,0,0,0,289,201,0,0,45,0
183,Jayvon,Fulton,LG,22,62,Normal,Draft,ChampionshipContender,BigMarket,CloseToHome,39,61,63,74,37,46,37,38,29,68,24,27,51,40,45,50,49,80,39,75,24,40,80,45,46,37,61,28,28,0,59,25,44,66,60,39,30,61,42,38,67,83,36,90,48,18,26,22,42,31,26,16,21,29,41,85,32,71,70,76,1927,True,0,0,0,0,0,0,0,0,0,0,290,300,0,0,22,0
315,Victor,Smith,LT,23,56,Normal,Draft,MentoratPosition,HighestOffer,NoIncomeTax,31,67,61,67,44,42,37,31,47,66,44,24,53,44,40,58,45,68,31,79,37,32,98,27,42,44,67,25,48,0,75,37,28,63,62,46,31,61,45,36,58,76,40,78,28,13,17,26,39,24,10,33,26,39,31,81,41,66,68,75,3171,True,0,0,0,0,0,0,0,0,0,0,291,438,0,0,23,0
400,Cedric,Tyson,TE,23,61,Normal,Draft,TeamHasFranchiseQB,ChampionshipContender,NoIncomeTax,32,75,81,88,44,45,30,39,68,55,71,79,67,49,59,43,71,50,32,74,24,64,89,37,45,44,75,62,34,0,33,48,45,57,46,61,28,80,74,65,51,68,55,80,61,33,24,19,33,24,38,21,13,27,57,83,35,59,57,61,3256,True,0,0,0,0,0,0,0,0,0,0,292,322,0,0,25,0
379,Trent,Barker,TE,22,59,Normal,Draft,HighestOffer,CloseToHome,ChampionshipContender,37,67,85,84,45,31,27,30,68,63,71,77,63,53,58,43,70,57,37,76,37,64,96,25,31,45,67,59,47,0,32,47,45,45,54,58,43,79,74,60,50,74,58,89,58,23,19,31,45,46,35,26,31,25,56,84,27,58,56,53,3235,True,0,0,0,0,0,0,0,0,0,0,293,366,0,0,23,0
294,Jason,Baldwin,LE,23,60,Normal,Draft,MentoratPosition,CloseToHome,TeamHasFranchiseQB,73,66,68,82,41,27,33,63,38,61,24,34,50,35,48,53,60,66,73,78,56,40,79,39,27,41,66,35,27,0,25,40,66,24,33,41,73,75,35,43,39,83,37,78,32,35,34,20,70,27,36,37,18,47,42,83,35,46,31,44,3090,True,0,0,0,0,0,0,0,0,0,0,294,336,0,0,44,0
5,Deionte,Beal,MLB,22,59,Normal,Draft,TeamHasFranchiseQB,TeamPrestige,HighestOffer,71,78,79,84,27,37,47,64,34,69,25,54,54,47,44,58,66,76,71,75,56,33,84,25,37,27,78,36,58,0,30,38,55,43,44,49,75,80,40,33,30,70,35,87,27,22,30,34,72,43,12,23,31,57,37,86,45,46,36,35,65,True,0,0,0,0,0,0,0,0,0,0,295,378,0,0,6,0
80,Glenn,Aikens,RG,22,61,Normal,Draft,CloseToHome,MentoratPosition,ChampionshipContender,36,59,58,68,43,44,31,36,31,54,43,43,59,39,31,42,35,84,36,78,32,37,96,39,44,43,59,38,46,0,74,34,32,70,65,39,24,65,35,47,65,82,31,86,37,12,19,31,42,40,30,36,29,37,47,84,39,63,70,59,850,True,0,0,0,0,0,0,0,0,0,0,296,314,0,0,10,0
272,Markelle,St. Louis,HB,22,64,Normal,Draft,HeadCoachHistoricRecord,ChampionshipContender,TeamPrestige,46,71,88,91,32,26,31,32,76,63,56,67,76,72,48,58,84,39,46,68,42,80,89,80,26,32,71,51,48,0,36,30,33,46,34,49,31,86,49,49,25,60,73,95,74,14,10,35,41,24,28,33,33,37,55,82,40,35,26,43,2910,True,0,0,0,0,0,0,0,0,0,0,297,239,0,0,9,0
290,Tyrone,Dorsett,HB,21,62,Normal,Draft,NoIncomeTax,WarmWeatherState,BigMarket,40,69,87,90,30,41,37,44,62,58,64,74,77,64,42,54,87,47,40,70,33,78,83,91,41,30,69,55,42,0,37,30,32,37,34,64,33,89,64,68,25,60,64,90,81,24,18,18,38,45,26,20,17,24,59,83,27,39,27,43,3062,True,0,0,0,0,0,0,0,0,0,0,298,287,0,0,10,0
91,T.J.,Green,C,23,63,Normal,Draft,NoIncomeTax,ChampionshipContender,CloseToHome,32,62,62,76,29,45,34,35,37,69,25,37,54,26,33,53,48,73,32,73,39,37,88,33,45,29,62,34,31,0,80,42,40,59,65,50,35,62,28,35,68,78,33,85,35,22,21,10,45,38,19,21,33,46,39,82,30,70,75,81,1012,True,0,0,0,0,0,0,0,0,0,0,299,264,0,0,9,0
116,Denard,Simmons,CB,23,56,Normal,Draft,SchemeFit,HighestOffer,CloseToHome,64,80,85,88,45,41,34,52,48,49,33,55,46,41,36,50,77,49,64,75,45,61,84,75,41,45,80,44,54,0,41,63,29,36,28,49,61,87,42,26,37,46,27,90,71,36,28,14,45,48,31,33,31,63,26,80,38,35,40,46,1250,True,0,0,0,0,0,0,0,0,0,0,300,440,0,0,10,0
128,Matt,Locke,LOLB,23,59,Normal,Draft,TeamHasFranchiseQB,HeadCoachHistoricRecord,ChampionshipContender,64,74,70,86,47,45,39,63,34,55,42,36,58,34,31,44,58,58,64,74,54,27,96,29,45,47,74,38,44,0,38,45,69,27,28,38,75,78,43,29,42,79,28,93,24,11,34,29,70,40,29,27,20,47,32,80,44,47,24,24,1397,True,0,0,0,0,0,0,0,0,0,0,301,384,0,0,15,0
419,Dave,Reedy,WR,23,64,Normal,Draft,BigMarket,WarmWeatherState,HeadCoachHistoricRecord,36,91,92,90,34,38,28,32,59,53,76,72,61,60,75,51,74,42,36,69,37,80,98,73,38,34,91,62,25,0,47,40,41,48,28,66,41,94,74,68,42,53,30,94,81,37,30,12,28,37,29,13,29,37,48,82,42,40,38,42,3275,True,0,0,0,0,0,0,0,0,0,0,302,250,0,0,29,0
168,Jahlil,Tyson,LG,23,60,Normal,Draft,NoIncomeTax,BigMarket,SchemeFit,46,56,53,73,31,37,40,34,27,58,35,44,57,43,33,58,53,83,46,78,31,25,78,32,37,31,56,28,45,0,74,34,29,65,60,40,37,67,31,33,65,84,46,85,46,31,11,25,37,28,23,36,25,32,24,81,41,62,70,61,1844,True,0,0,0,0,0,0,0,0,0,0,303,361,0,0,12,0
354,Deon,Carruthers,FS,23,61,Normal,Draft,WarmWeatherState,CloseToHome,BigMarket,61,77,87,90,41,41,40,53,61,58,47,65,56,39,34,45,78,50,61,72,48,56,95,64,41,41,77,43,57,0,38,63,28,32,26,42,67,87,46,46,27,63,29,91,52,25,26,29,63,31,38,31,14,67,43,78,36,47,45,45,3210,True,0,0,0,0,0,0,0,0,0,0,304,323,0,0,47,0
88,Spencer,Mitchell,HB,23,58,Normal,Draft,NoIncomeTax,MentoratPosition,HighestOffer,38,76,84,88,26,26,39,44,67,56,64,72,78,63,59,43,81,45,38,68,38,79,81,90,26,26,76,58,37,0,36,44,29,48,24,67,40,89,65,66,25,63,65,84,72,34,30,33,41,48,21,26,13,32,51,86,37,30,33,51,967,True,0,0,0,0,0,0,0,0,0,0,305,392,0,0,22,0
53,Justin,Page,C,21,64,Normal,Draft,BigMarket,ChampionshipContender,TeamPrestige,32,60,73,75,31,33,30,35,36,73,36,25,57,38,39,53,51,73,32,74,32,38,97,39,33,31,60,25,29,0,73,34,44,65,61,49,27,69,24,31,65,84,41,94,33,16,12,20,41,28,14,22,26,39,26,84,30,71,74,76,499,True,0,0,0,0,0,0,0,0,0,0,306,242,0,0,24,0
157,Malik,Rutledge,DT,23,62,Normal,Draft,NoIncomeTax,WarmWeatherState,TeamPrestige,69,60,63,79,41,35,38,67,43,60,35,38,52,48,48,45,51,73,69,77,57,33,93,43,35,41,60,34,42,0,40,35,68,32,43,47,74,61,40,45,26,87,30,72,28,35,18,21,75,37,15,27,33,22,45,79,25,43,24,37,1730,True,0,0,0,0,0,0,0,0,0,0,307,304,0,0,50,0
